biomarker_type	id	name	hmdb_id	conditions	indication_types	concentration	age	sex	biofluid	citation
Chemical	4974	1-Hydroxyphenanthrene	HMDB0059797	1-Hydroxyphenanthrene Exposure	Exposure	0.00030 (0.00028-0.00032) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4974	1-Hydroxyphenanthrene	HMDB0059797	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4975	1-Hydroxypyrene	HMDB0013139	1-Hydroxypyrene Exposure	Exposure	0.00028 (0.00024-0.00036) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4975	1-Hydroxypyrene	HMDB0013139	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4975	1-Hydroxypyrene	HMDB0013139	1-Hydroxypyrene Exposure	Exposure	0.00028 (0.00026-0.00030) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4975	1-Hydroxypyrene	HMDB0013139	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4976	1-Naphthol	HMDB0012138	1-Naphthol Exposure	Exposure	0.016 (0.014-0.019) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4976	1-Naphthol	HMDB0012138	Normal	Exposure	0.0014 (0.0013-0.0015) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4976	1-Naphthol	HMDB0012138	1-Naphthol Exposure	Exposure	0.016 (0.012-0.021) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4976	1-Naphthol	HMDB0012138	Normal	Exposure	0.0015 (0.0014-0.0016) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4977	2-Hydroxyfluorene	HMDB0013163	2-Hydroxyfluorene Exposure	Exposure	0.00091 (0.00079-0.00100) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4977	2-Hydroxyfluorene	HMDB0013163	Normal	Exposure	0.00013 (0.00012-0.00014) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4977	2-Hydroxyfluorene	HMDB0013163	2-Hydroxyfluorene Exposure	Exposure	0.0013 (0.0012-0.0014) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4977	2-Hydroxyfluorene	HMDB0013163	Normal	Exposure	0.00017 (0.00016-0.00018) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4978	2-Naphthol	HMDB0012322	2-Naphthol Exposure	Exposure	0.017 (0.016-0.019) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4978	2-Naphthol	HMDB0012322	Normal	Exposure	0.0038 (0.0037-0.0040) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4978	2-Naphthol	HMDB0012322	2-Naphthol Exposure	Exposure	0.018 (0.016-0.020) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4978	2-Naphthol	HMDB0012322	Normal	Exposure	0.0037 (0.0034-0.0040) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4979	2,4-Dichlorophenol	HMDB0004811	2,4-Dichlorophenol Exposure	Exposure	0.0056 (0.0039-0.0078) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4979	2,4-Dichlorophenol	HMDB0004811	Normal	Exposure	0.00055 (0.00049-0.00061) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4979	2,4-Dichlorophenol	HMDB0004811	2,4-Dichlorophenol Exposure	Exposure	0.0041 (0.0031-0.0058) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4979	2,4-Dichlorophenol	HMDB0004811	Normal	Exposure	0.00046 (0.00042-0.00051) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4980	2,4-Dichlorophenoxyacetic acid	HMDB0041797	2,4-Dichlorophenoxyacetic acid Exposure	Exposure	0.00094 (0.00084-0.0011) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4980	2,4-Dichlorophenoxyacetic acid	HMDB0041797	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4980	2,4-Dichlorophenoxyacetic acid	HMDB0041797	2,4-Dichlorophenoxyacetic acid Exposure	Exposure	0.00079 (0.00067-0.0011) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4980	2,4-Dichlorophenoxyacetic acid	HMDB0041797	Normal	Exposure	0.00016 (0.00015-0.00018) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4980	2,4-Dichlorophenoxyacetic acid	HMDB0041797	2,4-Dichlorophenoxyacetic acid Exposure	Exposure	0.00095 (0.00073-0.0013) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4980	2,4-Dichlorophenoxyacetic acid	HMDB0041797	Normal	Exposure	0.00012 (1.0e-04-0.00015) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4980	2,4-Dichlorophenoxyacetic acid	HMDB0041797	2,4-Dichlorophenoxyacetic acid Exposure	Exposure	0.00057 (0.00053-0.00064) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4980	2,4-Dichlorophenoxyacetic acid	HMDB0041797	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4981	2,4,5-Trichlorophenol	HMDB0061729	2,4,5-Trichlorophenol Exposure	Exposure	0.00020 (0.00018-0.00022) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4981	2,4,5-Trichlorophenol	HMDB0061729	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4981	2,4,5-Trichlorophenol	HMDB0061729	2,4,5-Trichlorophenol Exposure	Exposure	0.00021 (0.00019-0.00024) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4981	2,4,5-Trichlorophenol	HMDB0061729	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4981	2,4,5-Trichlorophenol	HMDB0061729	2,4,5-Trichlorophenol Exposure	Exposure	0.00023 (0.00021-0.00026) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4981	2,4,5-Trichlorophenol	HMDB0061729	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4981	2,4,5-Trichlorophenol	HMDB0061729	2,4,5-Trichlorophenol Exposure	Exposure	0.00022 (0.00019-0.00027) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4981	2,4,5-Trichlorophenol	HMDB0061729	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4982	2,4,6-Trichlorophenol	HMDB0061728	2,4,6-Trichlorophenol Exposure	Exposure	0.00096 (0.00089-0.0011) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4982	2,4,6-Trichlorophenol	HMDB0061728	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4982	2,4,6-Trichlorophenol	HMDB0061728	2,4,6-Trichlorophenol Exposure	Exposure	0.00100 (0.00091-0.0012) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4982	2,4,6-Trichlorophenol	HMDB0061728	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4982	2,4,6-Trichlorophenol	HMDB0061728	2,4,6-Trichlorophenol Exposure	Exposure	0.00100 (0.00087-0.0013) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4982	2,4,6-Trichlorophenol	HMDB0061728	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4982	2,4,6-Trichlorophenol	HMDB0061728	2,4,6-Trichlorophenol Exposure	Exposure	0.00100 (0.00091-0.0011) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4982	2,4,6-Trichlorophenol	HMDB0061728	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4983	2,5-Dichlorophenol	HMDB0041800	2,5-Dichlorophenol Exposure	Exposure	0.15 (0.100-0.24) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4983	2,5-Dichlorophenol	HMDB0041800	Normal	Exposure	0.0033 (0.0025-0.0044) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4984	2,5-Dimethylfuran	HMDB0033182	2,5-Dimethylfuran Exposure	Exposure	0.0015 (0.0013-0.0017) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4984	2,5-Dimethylfuran	HMDB0033182	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4984	2,5-Dimethylfuran	HMDB0033182	2,5-Dimethylfuran Exposure	Exposure	0.0015 (0.0013-0.0017) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4984	2,5-Dimethylfuran	HMDB0033182	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4984	2,5-Dimethylfuran	HMDB0033182	2,5-Dimethylfuran Exposure	Exposure	0.0016 (0.0012-0.0018) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4984	2,5-Dimethylfuran	HMDB0033182	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4985	3-Hydroxyfluorene	HMDB0059802	3-Hydroxyfluorene Exposure	Exposure	0.00073 (0.00065-0.00083) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4985	3-Hydroxyfluorene	HMDB0059802	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4985	3-Hydroxyfluorene	HMDB0059802	3-Hydroxyfluorene Exposure	Exposure	0.00058 (0.00055-0.00067) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4985	3-Hydroxyfluorene	HMDB0059802	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4986	3-Hydroxyphenanthrene	HMDB0059799	3-Hydroxyphenanthrene Exposure	Exposure	0.00019 (0.00016-0.00021) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4986	3-Hydroxyphenanthrene	HMDB0059799	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4987	9-Hydroxyfluorene	HMDB0059803	9-Hydroxyfluorene Exposure	Exposure	0.00085 (0.00071-0.00100) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4987	9-Hydroxyfluorene	HMDB0059803	Normal	Exposure	0.00017 (0.00016-0.00018) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4987	9-Hydroxyfluorene	HMDB0059803	9-Hydroxyfluorene Exposure	Exposure	0.00100 (0.00089-0.0012) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4987	9-Hydroxyfluorene	HMDB0059803	Normal	Exposure	0.00021 (0.00019-0.00023) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4987	9-Hydroxyfluorene	HMDB0059803	9-Hydroxyfluorene Exposure	Exposure	0.00078 (0.00072-0.00084) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4987	9-Hydroxyfluorene	HMDB0059803	Normal	Exposure	0.00017 (0.00016-0.00017) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4987	9-Hydroxyfluorene	HMDB0059803	9-Hydroxyfluorene Exposure	Exposure	0.00068 (0.00057-0.00086) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4987	9-Hydroxyfluorene	HMDB0059803	Normal	Exposure	0.00016 (0.00014-0.00017) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4987	9-Hydroxyfluorene	HMDB0059803	9-Hydroxyfluorene Exposure	Exposure	0.00094 (0.00084-0.0011) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4987	9-Hydroxyfluorene	HMDB0059803	Normal	Exposure	0.00019 (0.00017-0.00020) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4988	Arsenic	HMDB0002290	Arsenic Exposure	Exposure	0.076 (0.058-0.11) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4988	Arsenic	HMDB0002290	Normal	Exposure	0.012 (0.0100-0.013) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4988	Arsenic	HMDB0002290	Arsenic Exposure	Exposure	0.069 (0.048-0.099) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4988	Arsenic	HMDB0002290	Normal	Exposure	0.0100 (0.0095-0.011) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4988	Arsenic	HMDB0002290	Arsenic Exposure	Exposure	0.079 (0.066-0.092) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4988	Arsenic	HMDB0002290	Normal	Exposure	0.011 (0.0100-0.012) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4989	Barium	HMDB0004142	Barium Exposure	Exposure	0.0043 (0.0040-0.0049) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4989	Barium	HMDB0004142	Normal	Exposure	0.0011 (0.00099-0.0011) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4989	Barium	HMDB0004142	Barium Exposure	Exposure	0.0046 (0.0041-0.0050) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4989	Barium	HMDB0004142	Normal	Exposure	0.00100 (0.00098-0.0011) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4989	Barium	HMDB0004142	Barium Exposure	Exposure	0.0052 (0.0043-0.0055) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4989	Barium	HMDB0004142	Normal	Exposure	0.0011 (0.00100-0.0012) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4990	Bisphenol A	HMDB0032133	Bisphenol A Exposure	Exposure	0.0025 (0.0023-0.0030) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4990	Bisphenol A	HMDB0032133	Normal	Exposure	0.00063 (0.00058-0.00069) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4990	Bisphenol A	HMDB0032133	Bisphenol A Exposure	Exposure	0.0041 (0.0032-0.0055) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4990	Bisphenol A	HMDB0032133	Normal	Exposure	0.00085 (0.00080-0.00091) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4991	Chloroform	HMDB0029596	Chloroform Exposure	Exposure	0.00028 (0.00023-0.00034) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4991	Chloroform	HMDB0029596	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4991	Chloroform	HMDB0029596	Chloroform Exposure	Exposure	0.00039 (0.00035-0.00045) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4991	Chloroform	HMDB0029596	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4991	Chloroform	HMDB0029596	Chloroform Exposure	Exposure	0.00034 (0.00028-0.00042) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4991	Chloroform	HMDB0029596	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Chondrillasterol Exposure	Exposure	0.30 (0.19-0.44) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Normal	Exposure	0.0061 (0.0048-0.0077) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Chondrillasterol Exposure	Exposure	0.64 (0.38-0.83) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Normal	Exposure	0.0064 (0.0051-0.0080) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Chondrillasterol Exposure	Exposure	0.46 (0.28-0.69) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Normal	Exposure	0.0072 (0.0053-0.0099) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Chondrillasterol Exposure	Exposure	0.33 (0.23-0.50) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Normal	Exposure	0.0069 (0.0056-0.0085) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Chondrillasterol Exposure	Exposure	0.26 (0.14-0.49) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Normal	Exposure	0.0050 (0.0038-0.0067) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Chondrillasterol Exposure	Exposure	0.33 (0.22-0.54) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4992	Chondrillasterol	HMDB0033885	Normal	Exposure	0.0052 (0.0043-0.0062) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4993	Diethyldithiophosphate	HMDB0061736	Diethyldithiophosphate Exposure	Exposure	0.00025 (0.00021-0.00031) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4993	Diethyldithiophosphate	HMDB0061736	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4993	Diethyldithiophosphate	HMDB0061736	Diethyldithiophosphate Exposure	Exposure	0.00066 (0.00047-0.00092) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4993	Diethyldithiophosphate	HMDB0061736	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4993	Diethyldithiophosphate	HMDB0061736	Diethyldithiophosphate Exposure	Exposure	0.00052 (0.00041-0.00069) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4993	Diethyldithiophosphate	HMDB0061736	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4994	Dimethyldithiophosphate	HMDB0061737	Dimethyldithiophosphate Exposure	Exposure	0.0033 (0.0023-0.0051) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4994	Dimethyldithiophosphate	HMDB0061737	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4994	Dimethyldithiophosphate	HMDB0061737	Dimethyldithiophosphate Exposure	Exposure	0.0044 (0.0030-0.0059) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4994	Dimethyldithiophosphate	HMDB0061737	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4994	Dimethyldithiophosphate	HMDB0061737	Dimethyldithiophosphate Exposure	Exposure	0.0049 (0.0035-0.0058) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4994	Dimethyldithiophosphate	HMDB0061737	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4994	Dimethyldithiophosphate	HMDB0061737	Dimethyldithiophosphate Exposure	Exposure	0.0046 (0.0028-0.0070) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4994	Dimethyldithiophosphate	HMDB0061737	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4994	Dimethyldithiophosphate	HMDB0061737	Dimethyldithiophosphate Exposure	Exposure	0.016 (0.0092-0.024) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4994	Dimethyldithiophosphate	HMDB0061737	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4995	Dimethylphosphate	HMDB0061734	Dimethylphosphate Exposure	Exposure	0.030 (0.026-0.036) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4995	Dimethylphosphate	HMDB0061734	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4995	Dimethylphosphate	HMDB0061734	Dimethylphosphate Exposure	Exposure	0.025 (0.022-0.029) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4995	Dimethylphosphate	HMDB0061734	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4995	Dimethylphosphate	HMDB0061734	Dimethylphosphate Exposure	Exposure	0.013 (0.012-0.016) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4995	Dimethylphosphate	HMDB0061734	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4995	Dimethylphosphate	HMDB0061734	Dimethylphosphate Exposure	Exposure	0.012 (0.0100-0.013) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4995	Dimethylphosphate	HMDB0061734	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4995	Dimethylphosphate	HMDB0061734	Dimethylphosphate Exposure	Exposure	0.014 (0.012-0.016) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4995	Dimethylphosphate	HMDB0061734	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4996	Ethylbenzene	HMDB0059905	Ethylbenzene Exposure	Exposure	0.0011 (0.00098-0.0012) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4996	Ethylbenzene	HMDB0059905	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4996	Ethylbenzene	HMDB0059905	Ethylbenzene Exposure	Exposure	0.0011 (0.00092-0.0013) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4996	Ethylbenzene	HMDB0059905	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4996	Ethylbenzene	HMDB0059905	Ethylbenzene Exposure	Exposure	0.0011 (0.00096-0.0012) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4996	Ethylbenzene	HMDB0059905	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4997	Mono-(2-ethyl-5-carboxypentyl) phthalate	HMDB0094647	Mono-(2-ethyl-5-carboxypentyl) phthalate Exposure	Exposure	0.022 (0.020-0.023) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4997	Mono-(2-ethyl-5-carboxypentyl) phthalate	HMDB0094647	Normal	Exposure	0.0054 (0.0051-0.0058) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
