id	name	hmdb_id	conditions	indication_types	concentration	age	sex	biofluid	citation
408	Methylglutaric acid	HMDB0000752	Normal	Diagnostic	1.00 umol/mmol creatinine	Children: 2-17 yrs old	Both	Urine	Guneral, F. & Bachmann, C. Age-related reference values for urinary organic acids in a healthy Turkish pediatric population. Clin Chem 40, 862-866 (1994).
409	3-Hydroxyisovaleric acid	HMDB0000754	Biotinidase Deficiency	Diagnostic	275.0 (50.0-500.0) umol/mmol creatinine	Children	Both	Urine	MetaGene: Metabolic & Genetic Information Center
409	3-Hydroxyisovaleric acid	HMDB0000754	Normal	Diagnostic	68.0 (0-68.0) umol/mmol creatinine	Children	Both	Urine	Guneral, F. & Bachmann, C. Age-related reference values for urinary organic acids in a healthy Turkish pediatric population. Clin Chem 40, 862-866 (1994).
409	3-Hydroxyisovaleric acid	HMDB0000754	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Diagnostic	1.2e+03 umol/mmol creatinine	Newborn: 0 day-1 wk	Male	Urine	Pubmed_ID: 23705938
409	3-Hydroxyisovaleric acid	HMDB0000754	Normal	Diagnostic	12.2 umol/mmol creatinine	Newborn: 0 day-1 wk	Both	Urine	Guneral, F. & Bachmann, C. Age-related reference values for urinary organic acids in a healthy Turkish pediatric population. Clin Chem 40, 862-866 (1994).
409	3-Hydroxyisovaleric acid	HMDB0000754	Lung Cancer	Diagnostic	6.0 (4.0-8.0) umol/mmol creatinine	Adult	Both	Urine	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
409	3-Hydroxyisovaleric acid	HMDB0000754	Normal	Diagnostic	50.0 (46.0-50.0) umol/mmol creatinine	Adult	Female	Urine	Shaykhutdinov RA, MacInnis GD, Dowlatabadi R, Weljie AM, Vogel HJ.  Quantitative analysis of metabolite concentrations in human urine samples using 13C{1H} NMR spectroscopy.  Metabolomics.  2009
409	3-Hydroxyisovaleric acid	HMDB0000754	Diabetes Mellitus Type 2	Diagnostic	10.8 (4.9-21.1) umol/mmol creatinine	Adult: >=18 yrs old	Both	Urine	Lorena Ivona ŞTEFAN, Alina NICOLESCU, Simona POPA, Maria MOŢA, Eugenia KOVACS and Calin DELEANU. 1H-NMR URINE METABOLIC PROFILING IN TYPE 1 DIABETES MELLITUS. Rev. Roum. Chim., 2010, 55(11-12), 1033-1037
409	3-Hydroxyisovaleric acid	HMDB0000754	Normal	Diagnostic	50.0 (33.9-50.0) umol/mmol creatinine	Adult: >=18 yrs old	Female	Urine	Pubmed_ID: 15505778
409	3-Hydroxyisovaleric acid	HMDB0000754	3-Methylglutaconic Aciduria Type I	Diagnostic	172.0 uM	Adult: >=18 yrs old	Female	Cerebrospinal_Fluid	Engelke, U. F., Kremer, B., Kluijtmans, L. A., van der Graaf, M., Morava, E., Loupatty, F. J., Wanders, R. J., Moskau, D., Loss, S., van den Bergh, E. & Wevers, R. A. NMR spectroscopic studies on the late onset form of 3-methylglutaconic aciduria type I and other defects in leucine metabolism. NMR Biomed 19, 271-278 (2006).
409	3-Hydroxyisovaleric acid	HMDB0000754	Normal	Diagnostic	10.0 uM	Adult: >=18 yrs old	Female	Cerebrospinal_Fluid	Engelke, U. F., Kremer, B., Kluijtmans, L. A., van der Graaf, M., Morava, E., Loupatty, F. J., Wanders, R. J., Moskau, D., Loss, S., van den Bergh, E. & Wevers, R. A. NMR spectroscopic studies on the late onset form of 3-methylglutaconic aciduria type I and other defects in leucine metabolism. NMR Biomed 19, 271-278 (2006).
409	3-Hydroxyisovaleric acid	HMDB0000754	Preeclampsia/Eclampsia	Diagnostic	9.2 uM	Adult: >=18 yrs old	Female	Blood	Pubmed_ID: 22494326
409	3-Hydroxyisovaleric acid	HMDB0000754	Normal	Diagnostic	4.0 uM	Adult: >=18 yrs old	Unknown	Blood	Engelke, U. F., Kremer, B., Kluijtmans, L. A., van der Graaf, M., Morava, E., Loupatty, F. J., Wanders, R. J., Moskau, D., Loss, S., van den Bergh, E. & Wevers, R. A. NMR spectroscopic studies on the late onset form of 3-methylglutaconic aciduria type I and other defects in leucine metabolism. NMR Biomed 19, 271-278 (2006).
409	3-Hydroxyisovaleric acid	HMDB0000754	3-Methylglutaconic Aciduria Type I	Diagnostic	10.0 (10.0-20.0) uM	Adult: >=18 yrs old	Both	Blood	Engelke, U. F., Kremer, B., Kluijtmans, L. A., van der Graaf, M., Morava, E., Loupatty, F. J., Wanders, R. J., Moskau, D., Loss, S., van den Bergh, E. & Wevers, R. A. NMR spectroscopic studies on the late onset form of 3-methylglutaconic aciduria type I and other defects in leucine metabolism. NMR Biomed 19, 271-278 (2006).
410	Hydroxyphenyllactic acid	HMDB0000755	Phenylketonuria	Diagnostic	12.6 (0-48.6) umol/mmol creatinine	Newborn	Both	Urine	Monch, E., Kneer, J., Jakobs, C., Arnold, M., Diehl, H. & Batzler, U. Examination of urine metabolites in the newborn period and during protein loading tests at 6 months of age--Part 1. Eur J Pediatr 149 Suppl 1, S17-S24 (1990).
410	Hydroxyphenyllactic acid	HMDB0000755	Normal	Diagnostic	50.1 (1.5-50.1) umol/mmol creatinine	Children	Both	Urine	BC Children's Hospital Biochemical Genetics Lab
410	Hydroxyphenyllactic acid	HMDB0000755	Eosinophilic Esophagitis	Diagnostic	5.9 (0.44-11.3) umol/mmol creatinine	Children	Unknown	Urine	Mordechai, Hien, and David S. Wishart
410	Hydroxyphenyllactic acid	HMDB0000755	Normal	Diagnostic	35.9 (25.1-46.8) umol/mmol creatinine	Children	Unknown	Urine	Mordechai, Hien, and David S. Wishart
411	L-Hexanoylcarnitine	HMDB0000756	Glutaric Acidemia Type 2	Diagnostic	0.18 uM	Adolescent:13-18 yrs old	Male	Blood	Pubmed_ID: 24453145
411	L-Hexanoylcarnitine	HMDB0000756	Normal	Diagnostic	0.060 uM	Adult: >=18 yrs old	Both	Blood	Pubmed_ID: 28278231
411	L-Hexanoylcarnitine	HMDB0000756	Obesity	Diagnostic	0.058 (0.033-0.083) uM	Children	Both	Blood	Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children
411	L-Hexanoylcarnitine	HMDB0000756	Normal	Diagnostic	0.031 (0.015-0.053) uM	Children	Both	Blood	Costa, C. G., Struys, E. A., Bootsma, A., ten Brink, H. J., Dorland, L., Tavares de Almeida, I., Duran, M. & Jakobs, C. Quantitative analysis of plasma acylcarnitines using gas chromatography chemical ionization mass fragmentography. J Lipid Res 38, 173-182 (1997).
415	Lithocholic acid	HMDB0000761	Cirrhosis	Diagnostic	1.1 (0.41-2.4) umol/mmol creatinine	Adult: >=18 yrs old	Both	Urine	Batta, A. K., Arora, R., Salen, G., Tint, G. S., Eskreis, D. & Katz, S. Characterization of serum and urinary bile acids in patients with primary biliary cirrhosis by gas-liquid chromatography-mass spectrometry: effect of ursodeoxycholic acid treatment. J Lipid Res 30, 1953-1962 (1989).
415	Lithocholic acid	HMDB0000761	Normal	Diagnostic	0.16 (0.100-0.20) umol/mmol creatinine	Adult: >=18 yrs old	Both	Urine	Pubmed_ID: 24023812
415	Lithocholic acid	HMDB0000761	Cystic Fibrosis	Diagnostic	0.11 (0.090-0.13) uM	Adult	Both	Blood	Smith, J. L., Lewindon, P. J., Hoskins, A. C., Pereira, T. N., Setchell, K. D., O'Connell, N. C., Shepherd, R. W. & Ramm, G. A. Endogenous ursodeoxycholic acid and cholic acid in liver disease due to cystic fibrosis. Hepatology 39, 1673-1682 (2004).
415	Lithocholic acid	HMDB0000761	Normal	Diagnostic	0.33 (0.29-0.37) uM	Adult	Both	Blood	Smith, J. L., Lewindon, P. J., Hoskins, A. C., Pereira, T. N., Setchell, K. D., O'Connell, N. C., Shepherd, R. W. & Ramm, G. A. Endogenous ursodeoxycholic acid and cholic acid in liver disease due to cystic fibrosis. Hepatology 39, 1673-1682 (2004).
415	Lithocholic acid	HMDB0000761	Cirrhosis	Diagnostic	1.5 (0.50-3.0) uM	Adult	Both	Blood	Batta, A. K., Arora, R., Salen, G., Tint, G. S., Eskreis, D. & Katz, S. Characterization of serum and urinary bile acids in patients with primary biliary cirrhosis by gas-liquid chromatography-mass spectrometry: effect of ursodeoxycholic acid treatment. J Lipid Res 30, 1953-1962 (1989).
416	5-Hydroxyindoleacetic acid	HMDB0000763	Carcinoid Tumors	Diagnostic	5.0 (2.6-7.4) umol/mmol creatinine	Adult	Male	Urine	Ishida, J., Iizuka, R. & Yamaguchi, M. High-performance liquid chromatographic determination of 5-hydroxyindoles by post-column fluorescence derivatization. Analyst 118, 165-169 (1993).
416	5-Hydroxyindoleacetic acid	HMDB0000763	Normal	Diagnostic	2.7 (0.30-5.1) umol/mmol creatinine	Adult	Male	Urine	Pubmed_ID: 8503438
416	5-Hydroxyindoleacetic acid	HMDB0000763	Eosinophilic Esophagitis	Diagnostic	69.5 (34.5-104.4) umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Mordechai, Hien, and David S. Wishart
416	5-Hydroxyindoleacetic acid	HMDB0000763	Normal	Diagnostic	21.9 (-48.1-21.9) umol/mmol creatinine	Children: 2-17 yrs old	Both	Urine	BC Children's Hospital Biochemical Genetics Lab
416	5-Hydroxyindoleacetic acid	HMDB0000763	Aromatic L Amino Acid Decarboxylase Deficiency	Diagnostic	0.90 (0.90-0.90) umol/mmol creatinine	Infant: 1 wk-2 yrs old	Male	Urine	Abdenur, J. E., Abeling, N., Specola, N., Jorge, L., Schenone, A. B., van Cruchten, A. C. & Chamoles, N. A. Aromatic l-aminoacid decarboxylase deficiency: unusual neonatal presentation and additional findings in organic acid analysis. Mol Genet Metab 87, 48-53 (2006).
416	5-Hydroxyindoleacetic acid	HMDB0000763	Normal	Diagnostic	21.9 (21.9-21.9) umol/mmol creatinine	Children: 2-17 yrs old	Both	Urine	BC Children's Hospital Biochemical Genetics Lab
416	5-Hydroxyindoleacetic acid	HMDB0000763	Brunner Syndrome	Diagnostic	1.1 (0.80-1.4) umol/mmol creatinine	Adult	Male	Urine	Pubmed_ID: 8503438
416	5-Hydroxyindoleacetic acid	HMDB0000763	Normal	Diagnostic	2.7 (0.30-5.1) umol/mmol creatinine	Adult	Male	Urine	Pubmed_ID: 23363473
416	5-Hydroxyindoleacetic acid	HMDB0000763	Bipolar Disorder	Diagnostic	0.091 (0.053-0.13) uM	Unknown	Unknown	Cerebrospinal_Fluid	Pubmed_ID: 19756368
416	5-Hydroxyindoleacetic acid	HMDB0000763	Normal	Diagnostic	0.36 (0.12-0.61) uM	Children	Unknown	Cerebrospinal_Fluid	Pubmed_ID: 18294893
416	5-Hydroxyindoleacetic acid	HMDB0000763	Epilepsy	Diagnostic	0.33 (0.29-0.37) uM	Children	Both	Cerebrospinal_Fluid	Shaywitz, B. A., Cohen, D. J. & Bowers, M. B. Reduced cerebrospinal fluid 5-hydroxyindoleacetic acid and homovanillic acid in children with epilepsy. Neurology 25, 72-79 (1975).
416	5-Hydroxyindoleacetic acid	HMDB0000763	Normal	Diagnostic	0.78 (0.43-1.1) uM	Children	Unknown	Cerebrospinal_Fluid	Pubmed_ID: 18294893
416	5-Hydroxyindoleacetic acid	HMDB0000763	Celiac Disease	Diagnostic	0.070 (0.045-0.096) uM	Adult	Both	Cerebrospinal_Fluid	Pubmed_ID: 6182605
416	5-Hydroxyindoleacetic acid	HMDB0000763	Normal	Diagnostic	0.14 (0.098-0.19) uM	Adult	Both	Cerebrospinal_Fluid	Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.
416	5-Hydroxyindoleacetic acid	HMDB0000763	Schizophrenia	Diagnostic	0.056 (0.034-0.078) uM	Adult	Both	Cerebrospinal_Fluid	Pubmed_ID: 6184954
416	5-Hydroxyindoleacetic acid	HMDB0000763	Aromatic L Amino Acid Decarboxylase Deficiency	Diagnostic	0.027 uM	Infant: 1 wk-2 yrs old	Female	Cerebrospinal_Fluid	Pubmed_ID: 9686366
416	5-Hydroxyindoleacetic acid	HMDB0000763	Normal	Diagnostic	0.47 uM	Infant: 1 wk-2 yrs old	Both	Cerebrospinal_Fluid	Spaapen, L. J., Bakker, J. A., Velter, C., Loots, W., Rubio-Gozalbo, M. E., Forget, P. P., Dorland, L., De Koning, T. J., Poll-The, B. T., Ploos van Amstel, H. K., Bekhof, J., Blau, N. & Duran, M. Tetrahydrobiopterin-responsive phenylalanine hydroxylase deficiency in Dutch neonates. J Inherit Metab Dis 24, 352-358 (2001).
416	5-Hydroxyindoleacetic acid	HMDB0000763	Sepiapterin Reductase Deficiency	Diagnostic	0.0045 (0.0040-0.0050) uM	Children	Male	Cerebrospinal_Fluid	Pubmed_ID: 18502672
417	Hydrocinnamic acid	HMDB0000764	Prostate Cancer	Diagnostic	0.50 (0-1.00) uM	Adult	Both	Blood	Sreekumar, A., Poisson, L. M., Rajendiran, T. M., Khan, A. P., Cao, Q., Yu, J., Laxman, B., Mehra, R., Lonigro, R. J., Li, Y., Nyati, M. K., Ahsan, A., Kalyana-Sundaram, S., Han, B., Cao, X., Byun, J., Omenn, G. S., Ghosh, D., Pennathur, S., Alexander, D. C., Berger, A., Shuster, J. R., Wei, J. T., Varambally, S., Beecher, C. & Chinnaiyan, A. M. Metabolomic profiles delineate potential role for sarcosine in prostate cancer progression. Nature 457, 910-914 (2009).
417	Hydrocinnamic acid	HMDB0000764	Normal	Diagnostic	1.1 (0.63-1.5) uM	Adult	Male	Blood	Pubmed_ID: 19812218
418	Mannitol	HMDB0000765	Cytochrome C Oxidase Deficiency	Diagnostic	1.6 (1.1-2.1) uM	Adult	Both	Blood	Shetty, H. U., Holloway, H. W. & Rapoport, S. I. Capillary gas chromatography combined with ion trap detection for quantitative profiling of polyols in cerebrospinal fluid and plasma. Anal Biochem 224, 279-285 (1995).
418	Mannitol	HMDB0000765	Normal	Diagnostic	7.1 (6.7-7.1) uM	Adult	Both	Blood	Pubmed_ID: 12675874
418	Mannitol	HMDB0000765	Ribose 5 Phosphate Isomerase Deficiency	Diagnostic	2.0 (0-5.0) uM	Adult: >=18 yrs old	Both	Blood	Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).
418	Mannitol	HMDB0000765	Normal	Diagnostic	7.1 (2.1-7.1) uM	Adult: >=18 yrs old	Both	Blood	Pubmed_ID: 12675874
418	Mannitol	HMDB0000765	Uremia	Diagnostic	142.9 (5.5-280.2) uM	Adult: >=18 yrs old	Both	Blood	Pubmed_ID: 12675874
418	Mannitol	HMDB0000765	Normal	Diagnostic	7.1 (-267.6-7.1) uM	Adult: >=18 yrs old	Both	Blood	Pubmed_ID: 12675874
420	Pseudouridine	HMDB0000767	Canavan Disease	Diagnostic	16.7 (13.0-20.4) uM	Adult	Both	Blood	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
420	Pseudouridine	HMDB0000767	Normal	Diagnostic	3.2 (2.2-4.2) uM	Adult	Both	Blood	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
422	Phenyllactic acid	HMDB0000779	Phenylketonuria	Diagnostic	149.7 (0-358.2) umol/mmol creatinine	Newborn: 0 day-1 wk	Both	Urine	Monch, E., Kneer, J., Jakobs, C., Arnold, M., Diehl, H. & Batzler, U. Examination of urine metabolites in the newborn period and during protein loading tests at 6 months of age--Part 1. Eur J Pediatr 149 Suppl 1, S17-S24 (1990).
422	Phenyllactic acid	HMDB0000779	Normal	Diagnostic	0.20 (0-0.82) umol/mmol creatinine	Infant: 1 wk-2 yrs old	Both	Urine	Pubmed_ID: 4837567
424	Azelaic acid	HMDB0000784	Eosinophilic Esophagitis	Diagnostic	4.8 (1.5-8.0) umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Mordechai, Hien, and David S. Wishart
424	Azelaic acid	HMDB0000784	Normal	Diagnostic	1.9 (0-3.8) umol/mmol creatinine	Infant: 1 wk-2 yrs old	Male	Urine	Pubmed_ID: 31963255
427	Orotidine	HMDB0000788	Orotic Aciduria	Diagnostic	0.52 (0.12-0.92) umol/mmol creatinine	Adult	Female	Urine	Pubmed_ID: 25757096
427	Orotidine	HMDB0000788	Normal	Diagnostic	1.1 (0.92-1.3) umol/mmol creatinine	Adult	Both	Urine	Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.
428	L-Octanoylcarnitine	HMDB0000791	Obesity	Diagnostic	69.6 (67.3-71.9) umol/mmol creatinine	Adolescent:13-18 yrs old	Both	Urine	Pubmed_ID: 26910390
428	L-Octanoylcarnitine	HMDB0000791	Normal	Diagnostic	0.050 (0.030-0.090) umol/mmol creatinine	Adult: >=18 yrs old	Both	Urine	Pubmed_ID: 24023812
428	L-Octanoylcarnitine	HMDB0000791	Celiac Disease	Diagnostic	0.086 (0.080-0.092) uM	Adult	Both	Blood	Bene, J., Komlosi, K., Gasztonyi, B., Juhasz, M., Tulassay, Z. & Melegh, B. Plasma carnitine ester profile in adult celiac disease patients maintained on long-term gluten free diet. World J Gastroenterol 11, 6671-6675 (2005).
428	L-Octanoylcarnitine	HMDB0000791	Normal	Diagnostic	0.18 (0.11-0.25) uM	Adult	Both	Blood	Pubmed_ID: 28278231
428	L-Octanoylcarnitine	HMDB0000791	Obesity	Diagnostic	0.14 (0.11-0.17) uM	Children	Both	Blood	Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children
428	L-Octanoylcarnitine	HMDB0000791	Normal	Diagnostic	0.061 (0.0060-0.13) uM	Children	Both	Blood	Costa, C. G., Struys, E. A., Bootsma, A., ten Brink, H. J., Dorland, L., Tavares de Almeida, I., Duran, M. & Jakobs, C. Quantitative analysis of plasma acylcarnitines using gas chromatography chemical ionization mass fragmentography. J Lipid Res 38, 173-182 (1997).
428	L-Octanoylcarnitine	HMDB0000791	Glutaric Acidemia Type 2	Diagnostic	0.37 uM	Adolescent:13-18 yrs old	Male	Blood	Pubmed_ID: 24453145
429	Sebacic acid	HMDB0000792	Carnitine Acylcarnitine Translocase Deficiency	Diagnostic	94.0 umol/mmol creatinine	Newborn: 0 day-1 wk	Unknown	Urine	Stanley, C. A., Hale, D. E., Berry, G. T., Deleeuw, S., Boxer, J. & Bonnefont, J. P. Brief report: a deficiency of carnitine-acylcarnitine translocase in the inner mitochondrial membrane. N Engl J Med 327, 19-23 (1992).
429	Sebacic acid	HMDB0000792	Normal	Diagnostic	0.60 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Both	Urine	Shoemaker, J. D. & Elliott, W. H. Automated screening of urine samples for carbohydrates, organic and amino acids after treatment with urease. J Chromatogr 562, 125-138 (1991).
429	Sebacic acid	HMDB0000792	Medium Chain Acyl Co A Dehydrogenase Deficiency	Diagnostic	50.3 umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Tserng, K. Y., Jin, S. J., Kerr, D. S. & Hoppel, C. L. Abnormal urinary excretion of unsaturated dicarboxylic acids in patients with medium-chain acyl-CoA dehydrogenase deficiency. J Lipid Res 31, 763-771 (1990).
429	Sebacic acid	HMDB0000792	Normal	Diagnostic	4.5 umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Tserng, K. Y., Jin, S. J., Kerr, D. S. & Hoppel, C. L. Abnormal urinary excretion of unsaturated dicarboxylic acids in patients with medium-chain acyl-CoA dehydrogenase deficiency. J Lipid Res 31, 763-771 (1990).
430	Pristanic acid	HMDB0000795	Zellweger Syndrome	Diagnostic	27.6 (25.9-29.3) uM	Newborn	Unknown	Blood	Pubmed_ID: 9818927
430	Pristanic acid	HMDB0000795	Normal	Diagnostic	1.7 (0-3.4) uM	Children	Both	Blood	Pubmed_ID: 7931872
430	Pristanic acid	HMDB0000795	Alpha Methylacyl Co A Racemase Deficiency	Diagnostic	105.0 uM	Adult: >=18 yrs old	Male	Blood	Pubmed_ID: 11861706
430	Pristanic acid	HMDB0000795	Normal	Diagnostic	3.0 uM	Adult: >=18 yrs old	Male	Blood	Pubmed_ID: 11861706
431	SAICAR	HMDB0000797	Fumarase Deficiency	Diagnostic	0.30 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Male	Urine	Pubmed_ID: 24182348
431	SAICAR	HMDB0000797	Normal	Diagnostic	1.00 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Male	Urine	Pubmed_ID: 24182348
431	SAICAR	HMDB0000797	Adenylosuccinate Lyase Deficiency	Diagnostic	921.0 (0-1.8e+03) uM	Adult: >=18 yrs old	Unknown	Cerebrospinal_Fluid	Marinaki, A. M., Champion, M., Kurian, M. A., Simmonds, H. A., Marie, S., Vincent, M. F., van den Berghe, G., Duley, J. A. & Fairbanks, L. D. Adenylosuccinate lyase deficiency--first British case. Nucleosides Nucleotides Nucleic Acids 23, 1231-1233 (2004).
431	SAICAR	HMDB0000797	Normal	Diagnostic	0 (1.8e+03-) uM	Adult: >=18 yrs old	Unknown	Cerebrospinal_Fluid	Marie, S., Heron, B., Bitoun, P., Timmerman, T., Van Den Berghe, G. & Vincent, M. F. AICA-ribosiduria: a novel, neurologically devastating inborn error of purine biosynthesis caused by mutation of ATIC. Am J Hum Genet 74, 1276-1281 (2004).
432	Phytanic acid	HMDB0000801	Rhizomelic Chondrodysplasia Punctata	Diagnostic	197.0 (190.6-203.4) uM	Newborn	Female	Blood	Pubmed_ID: 9818927
432	Phytanic acid	HMDB0000801	Normal	Diagnostic	6.4 (0-12.8) uM	Children	Both	Blood	Pubmed_ID: 7931872
432	Phytanic acid	HMDB0000801	Zellweger Syndrome	Diagnostic	48.0 (9.6-86.4) uM	Infant	Both	Blood	Pubmed_ID: 2418187
432	Phytanic acid	HMDB0000801	Alpha Methylacyl Co A Racemase Deficiency	Diagnostic	20.0 uM	Adult: >=18 yrs old	Male	Blood	Pubmed_ID: 11861706
432	Phytanic acid	HMDB0000801	Normal	Diagnostic	12.8 uM	Adult: >=18 yrs old	Male	Blood	Pubmed_ID: 11861706
432	Phytanic acid	HMDB0000801	Infantile Refsum Disease	Diagnostic	40.3 (27.5-53.0) uM	Adult: >=18 yrs old	Both	Blood	Poll-The, B. T., Saudubray, J. M., Ogier, H., Schutgens, R. B., Wanders, R. J., Schrakamp, G., van den Bosch, H., Trijbels, J. M., Poulos, A., Moser, H. W. & et, a. l. .. Infantile Refsum's disease: biochemical findings suggesting multiple peroxisomal dysfunction. J Inherit Metab Dis 9, 169-174 (1986).
432	Phytanic acid	HMDB0000801	Normal	Diagnostic	4.8 (0-9.6) uM	Adult: >=18 yrs old	Both	Blood	Poll-The, B. T., Saudubray, J. M., Ogier, H., Schutgens, R. B., Wanders, R. J., Schrakamp, G., van den Bosch, H., Trijbels, J. M., Poulos, A., Moser, H. W. & et, a. l. .. Infantile Refsum's disease: biochemical findings suggesting multiple peroxisomal dysfunction. J Inherit Metab Dis 9, 169-174 (1986).
435	N-Butyrylglycine	HMDB0000808	Ethylmalonic Encephalopathy	Diagnostic	2.1 umol/mmol creatinine	Children: 2-17 yrs old	Female	Urine	Pubmed_ID: 9667231
435	N-Butyrylglycine	HMDB0000808	Normal	Diagnostic	0.24 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Both	Urine	Shoemaker, J. D. & Elliott, W. H. Automated screening of urine samples for carbohydrates, organic and amino acids after treatment with urease. J Chromatogr 562, 125-138 (1991).
436	N-Acetyl-L-aspartic acid	HMDB0000812	Canavan Disease	Diagnostic	2.5e+03 (1.3e+03-3.7e+03) umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Pubmed_ID: 3354621
436	N-Acetyl-L-aspartic acid	HMDB0000812	Normal	Diagnostic	10.0 (7.9-12.1) umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Pubmed_ID: 3354621
436	N-Acetyl-L-aspartic acid	HMDB0000812	Canavan Disease	Diagnostic	2490.2 (1299.5-3680.9) umol/mmol creatinine	Children	Unknown	Urine	Pubmed_ID: 3354621
436	N-Acetyl-L-aspartic acid	HMDB0000812	Normal	Diagnostic	10.0 (7.9-12.1) umol/mmol creatinine	Children	Unknown	Urine	Do, K. Q., Lauer, C. J., Schreiber, W., Zollinger, M., Gutteck-Amsler, U., Cuenod, M. & Holsboer, F. gamma-Glutamylglutamine and taurine concentrations are decreased in the cerebrospinal fluid of drug-naive patients with schizophrenic disorders. J Neurochem 65, 2652-2662 (1995).
438	Normetanephrine	HMDB0000819	Hypertension	Diagnostic	0.000045 (0.000033-0.000058) uM	Unknown	Unknown	Cerebrospinal_Fluid	Pubmed_ID: 7076810
438	Normetanephrine	HMDB0000819	Normal	Diagnostic	0.0052 (0.0052-0.0052) uM	Unknown	Unknown	Cerebrospinal_Fluid	Beck, O. & Faull, K. F. Extractive acylation and mass spectrometric assay of 3-methoxytyramine, normetanephrine, and metanephrine in cerebrospinal fluid. Anal Biochem 149, 492-500 (1985).
439	Propyl alcohol	HMDB0000820	Ulcerative Colitis	Diagnostic	0.0011 (0.00012-0.011) nmol/g wet feces	Unknown	Unknown	Feces	Pubmed_ID: 23867873
439	Propyl alcohol	HMDB0000820	Normal	Diagnostic	1730.6 (1730.6-1730.6) nmol/g wet feces	Adult	Unknown	Feces	Pubmed_ID: 26416813
439	Propyl alcohol	HMDB0000820	Irritable Bowel Syndrome	Diagnostic	0.00055 (0.000067-0.0010) nmol/g wet feces	Unknown	Unknown	Feces	Pubmed_ID: 23867873
439	Propyl alcohol	HMDB0000820	Crohn's Disease	Diagnostic	0.0047 (0.00063-0.015) nmol/g wet feces	Unknown	Unknown	Feces	Pubmed_ID: 23867873
441	Propionylcarnitine	HMDB0000824	Propionic Acidemia	Diagnostic	2.1 (2.0-2.2) umol/mmol creatinine	Adult	Unknown	Urine	Pubmed_ID: 28853722
441	Propionylcarnitine	HMDB0000824	Normal	Diagnostic	0.070 (0.0100-0.20) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 24023812
441	Propionylcarnitine	HMDB0000824	Obesity	Diagnostic	142.2 (128.5-155.9) umol/mmol creatinine	Adolescent	Both	Urine	Pubmed_ID: 26910390
441	Propionylcarnitine	HMDB0000824	Normal	Diagnostic	86.8 (77.4-96.1) umol/mmol creatinine	Adolescent	Both	Urine	Pubmed_ID: 26910390
444	Stearic acid	HMDB0000827	Eosinophilic Esophagitis	Diagnostic	26.4 (4.1-48.8) umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Mordechai, Hien, and David S. Wishart
